TCP,text_name,EEBO,VID,STC,ESTC,Status,Author,Author 2,Author 3,Author 4,Translator,Date,Date Corrections,Title,Form,Genre,Network,Notes,Pages,Simplified Title,Subgenre,BigNamesSubgenre,Terms,SuperScience,BigNamesScience
A01822,A01822.headed.txt,99850131,15317,STC 1196; ESTC S114909,S114909,Free,"Baley, Walter, 1529-1592.; Fernel, Jean, 1497-1558. aut; Riolan, Jean, 1538-1605. aut",,,,,1616,,Two treatises concerning the preseruation of eie-sight. The first written by Doctor Baily sometimes of Oxford: the other collected out of those two famous phisicions Fernelius and Riolanus; Briefe treatise touching the preservation of the eie sight,,Med-Specific Treatise,,,70,,Physiology,,Eye -- Diseases -- Early works to 1800.,TRUE,FALSE
A01831,A01831.headed.txt,99845151,10036,STC 11970; ESTC S109504,S109504,Free,"Goeurot, Jean.; Phayer, Thomas, 1510?-1560.; Houssemaine, Nicolas de, d. 1523. RÃ©gime contre la peste.",,,,,1550,,"The regiment of life, whereunto is added a treatise of the pestilence, with the boke of children, newly corrected and enlarged by T. Phayre; Sommaire et entretÃ¨nement de vie. English",,Med-Specific Treatise,,,394,,Plague,,Medicine -- Early works to 1800.; Plague -- Early works to 1800.; Pediatrics -- Early works to 1800.,TRUE,FALSE
A01845,A01845.headed.txt,99844283,9080,STC 11987; ESTC S108626,S108626,Free,"Golding, Arthur, 1536-1606.",,,,,1580,,"A discourse vpon the earthquake that hapned throughe this realme of Englande, and other places of Christendom, the first of Aprill. 1580. betwene the houres of fiue and six in the euening. Written by Arthur Golding, gentleman",,Natural History,,,30,,Earth Sciences,,Earthquakes -- England.; Earthquakes -- Early works to 1800.,TRUE,FALSE
A01847,A01847.headed.txt,99836357,622,STC 1199; ESTC S100520,S100520,Free,"Baley, Walter, 1529-1592.",,,,,1588,,"A short discourse of the three kindes of peppers in common vse and certaine special medicines made of the same, tending to the preseruation of health.",,Med-Specific Treatise,,,46,,Substances,,"Pepper -- Early works to 1800.; Peppers -- Early works to 1800.; Medicine -- Formulae, receipts, prescriptions.",TRUE,FALSE
A01933,A01933.headed.txt,99840193,4669,STC 1207; ESTC S104455,S104455,Free,"Bainbridge, John, 1582-1643.",,,,,1618,,"An astronomicall description of the late comet from the 18. of Nouemb. 1618. to the 16. of December following. With certaine morall progosticks or applications drawne from the comets motion and irradiation amongst the celestiall hierglyphicks. By vigilant and diligent obseruations of Iohn Bainbridge Doctor of Physicke, and louer of the mathematicks.",,Astronomy,,,56,An astronomicall description of the late comet from the 18. of Nouemb. 1618.,,Astronomy,Comets -- 1618. -- Early works to 1800.,TRUE,TRUE
A01934,A01934.headed.txt,99854173,19582,STC 12070; ESTC S118966,S118966,Restricted,"Gordon, D., apothecary.",,,,,1625,,"Pharmaco-pinax, or A table and taxe of the pryces of all vsuall medicaments, simple and composed, contayned in D. Gordon's apothecarie and chymicall shop within Mr Robert Farquhar's high lodging, in New Aberdene. Together with certayne approved remedies against diseases, which now most reigne amongst the commons. All for the vse of the people; proportionate both to rich and poore, learned and unlearned; and profitable to all.",,Med-Materia Medica/Recipes,,,46,,,,Selling -- Drugs -- Early works to 1800.,TRUE,FALSE
A01943,A01943.headed.txt,99836363,629,STC 1209; ESTC S100526,S100526,Restricted,"Baker, George, 1540-1600.; Galen. De compositione medicamentorum secundum locos.",,,,,1574,,"The composition or making of the moste excellent and pretious oil called oleum magistrale First published by the commaundement of the King of Spain, vvith the maner hovv to apply it particulerly. The which oyl cureth these diseases folowi[n]g ... Also the third book of Galen of curing of pricks and wounds of sinowes. A method for curing of vvounds in the ioynts, and the maner how to place them. Abreef gathering togither of certain errours which the common chirurgians dayly vse ... Faithfully gathered and translated into English by George Baker chirurgian. 1574.",,Med-Materia Medica/Recipes,,,142,,,,"Medicine -- Formulae, receipts, prescriptions.; Orthopedics -- Early works to 1800.",TRUE,FALSE
A01957,A01957.headed.txt,99840271,4753,STC 1210; ESTC S104536,S104536,Free,"Baker, Humfrey, fl. 1557-1587.",,,,,1568,,"malebranch's Search after the truth, or, A treatise of the nature of the humane mind. Vol. II and of its management, for avoiding error in the sciences : to which is added, the authors defence against the accusations of Monsieur de la Ville : also, the li",,Mathematics,,,336,,Arithmetic,,Arithmetic -- Early works to 1900.; Weights and measures -- Early works to 1800.,TRUE,FALSE
A01993,A01993.headed.txt,99845513,10418,STC 12138; ESTC S109870,S109870,Free,"Joannes, de Burgundia, 14th cent, attributed name. aut; Montagnana, Bartolomeo, fl. 1422-1460, attributed name. aut; Lydgate, John, 1370?-1451? Medicina stomachi. aut",,,,,1490,,"In this tretyse that is cleped Gouernayle of helthe what is to be sayd wyth crystis helpe of some thynges that longen to bodily helthe, ...; Governal of health.",,Med-Health Guides,,,40,,,,Hygiene -- Early works to 1800.; Medicine -- Early works to 1800.,TRUE,FALSE
A01994,A01994.headed.txt,99850075,15259,STC 12139; ESTC S114852,S114852,Free,"Lydgate, John, 1370?-1451?, Medicina stomachi.; Joannes, de Burgundia, 14th cent, attributed name.; Montagnana, Bartolomeo, fl. 1422-1460, attributed name.",,,,,1506,,Here begynneth a lytell treatyse called the gouernall of helthe with ye medecyne of ye stomacke; Governal of health.,,Med-Health Guides,,,26,,,,Hygiene -- Early works to 1800.; Medicine -- Early works to 1800.,TRUE,FALSE
A02048,A02048.headed.txt,99841519,6107,STC 12193A; ESTC S105793,S105793,Free,"Gratarolo, Guglielmo, 1516?-1568?; Newton, Thomas, 1542?-1607.",,,,,1574,,"A direction for the health of magistrates and studentes Namely suche as bee in their consistent age, or neere thereunto: drawen aswell out of sundry good and commendable authours, as also vpon reason and faithfull experience otherwise certaynely grounded. Written in Latin by Guilielmus Gratarolus, and Englished, by T.N.; De literatorum et eorum qui magistratibus funguntur conservanda prÃ_servandaque valetudine. English",,Med-Health Guides,,,174,,,,Hygiene -- Early works to 1800.,TRUE,FALSE
A02157,A02157.headed.txt,99841567,6160,STC 12299; ESTC S105841,S105841,Free,"Greene, Robert, 1558?-1592.",,,,,1585,,"Planetomachia: or the first parte of the generall opposition of the seuen planets wherein is astronomically described their essence, nature, and influence: diuersly discouering in their pleasaunt and tragicall histories, the inward affections of the mindes ... Conteyning also a briefe apologie of the sacred and misticall science of astronomie: by Robert Greene, Master of Arts and student in phisicke. 1585.",,Astronomy,,,119,Planetomachia,,Astronomy,Planets -- Religious aspects -- Early works to 1800.,TRUE,TRUE
A02275,A02275.headed.txt,99854266,19676,STC 12406; ESTC S119059,S119059,Free,"Grymes, Thomas.",,,,,1636,,"The honest and plaine dealing fa[r]rier or, A present remedy for curing diseases and hurts in horses Gathered and written as well for the good [o]f any that will practise it, as for my self, there being nothing contained therein but what is of my owne experience and practise. By Thomas Grymes.",,Med-Specific Treatise,,,44,,Animals,,Horses -- Diseases -- Early works to 1800.; Veterinary medicine -- Early works to 1800.,TRUE,FALSE
A02293,A02293.headed.txt,99850881,16116,STC 12425; ESTC S115663,S115663,Free,"Guevara, Antonio de, Bp., d. 1545?; Hellowes, Edward.",,,,,1578,,"A booke of the inuention of the art of nauigation and of the greate trauelles whiche they passe that saile in Gallies: compiled by the famous Sir Anthonie of Gueuara, bishop of Mondonnedo, preacher, chronicler, and counseller vnto the Emperour Charles the fift. Dedicated by the said authour, vnto the famous Sir Frances de la Cobos, great comptroller of Leon, and counseller vnto the said Emperour Charles the fift. Wherein are touched most excellent antiquities, and notable aduertisements for such as saile in Gallies.",,Navigation,,,60,,,,Navigation -- Early works to 1800.,TRUE,FALSE
A02327,A02327.headed.txt,99854165,19574,STC 12457; ESTC S118958,S118958,Free,"Guybert, Philbert, d. 1633.; I. W., fl. 1639.",,,,,1639,,"The charitable physitian with the Charitable apothecary. Written in French by Philbert Guibert Esquire, and physitian regent in Paris: and by him after many severall editions, reviewed, corrected, amended, and augmented. And now faithfully translated into English, for the benefit of this kingdome, by I. W.",,Med-Materia Medica/Recipes,,,186,,,,"Medicine -- Formulae, receipts, prescriptions, -- Early works to 1800.; Recipes -- Early works to 1800.; Embalming -- Early works to 1800.",TRUE,FALSE
A02340,A02340.headed.txt,99841629,6227,STC 12468; ESTC S105904,S105904,Free,"Guy, de Chauliac, ca. 1300-1368.; Galen. De methodo medendi. Book 4. English.; Copland, Robert, fl. 1508-1547.",,,,,1542,,"The questyonary of cyrurgyens with the formulary of lytell Guydo in cyrurgie, with the spectacles of cyrurgyens newly added, with the fourth boke of the Terapentyke [sic], or methode curatyfe of Claude Galyen prynce of physyciens, with a synguler treaty of the cure of vlceres, newely enprynted at London, by me Robert wyer, and be for to sell in Poules Churcheyarde, at the sygne of Judyth. Cum priuilegio ad imprimendum solum.; Chirurgia magna. English. Selections",,Anatomical/Surgical,,,242,,,,"Surgery -- Early works to 1800.; Medicine, Medieval.",TRUE,FALSE
A02362,A02362.headed.txt,99839297,3703,STC 12496; ESTC S103545,S103545,Free,"Guillemeau, Jacques, 1550?-1613.; Guillemeau, Jacques, 1550?-1613. De la nourriture et gouvernement des enfants.",,,,,1612,,"Child-birth or, The happy deliuerie of vvomen VVherein is set downe the gouernment of women. In the time of their breeding childe: of their trauaile, both naturall, and contrary to nature: and of their lying in. Together with the diseases, which happen to women in those times, and the meanes to helpe them. To which is added, a treatise of the diseases of infants, and young children: with the cure of them. Written in French by Iames Guillimeau the French Kings chirurgion.; De l'hereux accouchement des femmes. English",,Med-Specific Treatise,,,403,,Women/Children,,Obstetrics -- Early works to 1800.; Pediatrics -- Early works to 1800.,TRUE,FALSE
A02364,A02364.headed.txt,99857328,23036,STC 12498; ESTC S122176,S122176,Free,"Guillemeau, Jacques, 1550?-1613.; A. M., fl. 1598.",,,,,1598,,"The Frenche chirurgerye, or all the manualle operations of chirurgerye , vvith divers, & sundrye figures, and amongst the rest, certayne nuefovvnde instrumentes, verye necessarye to all the operationes of chirurgerye. Through Iaques Guillemeau, of Orleans ordinarye chirurgiane to the Kinge, and sworen in the citye of Paris. And novv truelye translated out of Dutch into Englishe by A.M.; Oeuvres de chirurgie. English",,Anatomical/Surgical,,,144,,,,Surgery -- Early works to 1800.,TRUE,FALSE
A02366,A02366.headed.txt,99850218,15405,STC 12499; ESTC S114998,S114998,Free,"Guillemeau, Jacques, 1550?-1613.; Weyer, Johann, 1515-1588. Medicarum observationum rararum.; Textor, BenoÃ®t, 16th cent. De cancri natura et curatione.; Hunton, Anthony.",,,,,1587,,"A worthy treatise of the eyes contayning the knowledge and cure of one hundred and thirtene diseases, incident vnto them: first gathered & written in French, by Iacques Guillemeau, chyrurgion to the French King, and now translated into English, togeather with a profitable treatise of the scorbie; & another of the cancer by A.H. Also next to the treatise of the eies is adoiyned a work touching the preseruation of the sight, set forth by VV. Bailey. D. of Phisick; TraitÃ© des maladies de l'oeil. English.",,Med-Specific Treatise,,,262,,Disease,,Scurvy -- Early works to 1800.; Cancer -- Early works to 1800.,TRUE,FALSE
A02381,A02381.headed.txt,99845542,10447,STC 12511A; ESTC S109903,S109903,Free,"William, of Ockham, ca. 1285-ca. 1349, attributed name.; Dubois, Pierre, fl. 1300, attributed name.; Trevisa, John, d. 1402.",,,,,1533,,A dialogue betwene a knyght and a clerke concernynge the power spiritual and temporall.; Disputatio inter clericum et miletem. English.,,Science-Religion,,,52,,,,Church and state -- Early works to 1800.,TRUE,FALSE
A02409,A02409.headed.txt,99839322,3731,STC 12539; ESTC S103571,S103571,Free,"Holland, Philemon, 1552-1637.; Holland, William, 1592-1632.",,,,,1633,,Gutta podrica: a treatise of the gout The severall sorts thereof. VVhat diet is good for such as are troubled therewith. And some approved medicines and remedies for the same. Perused by P.H. Dr. in Physick.,,Med-Specific Treatise,,,56,,Physiology,,Gout -- Early works to 1800.,TRUE,FALSE
A02428,A02428.headed.txt,99839354,3763,STC 12561; ESTC S103604,S103604,Free,"Gyer, Nicholas.",,,,,1592,,"The English phlebotomy: or, Method and way of healing by letting of blood Very profitable in this spring time for the preseruatiue intention, and most needful al the whole yeare beside, for the curatiue intention of phisick. Collected out of good & approued authors at times of leasure from his other studies, and compiled in that order that it is: by N.G.",,Med-Specific Treatise,,,320,,Physiology,,Phlebotomy -- Early works to 1800.,TRUE,FALSE
A02440,A02440.headed.txt,99839338,3747,STC 12571; ESTC S103588,S103588,Free,"Philaretes, fl. 1602.; Hind, John, fl. 1596-1606.; I. H., fl. 1602.",,,,,1602,,"VVork for chimny-sweepers: or A warning for tabacconists Describing the pernicious vse of tabacco, no lesse pleasant then profitable for all sorts to reade.",,Med-Specific Treatise,,,50,,Substances,,Tobacco -- Physiological effect -- Early works to 1800.; Tobacco -- Controversial literature.,TRUE,FALSE
A02444,A02444.headed.txt,99853114,18482,STC 12577; ESTC S117905,S117905,Free,"Hobbes, Stephen.",,,,,1603,,"A nevv treatise of the pestilence, containing the causes, signes, preseruatiues and cure thereof The like not before this time pubished [sic]. And therefore necessarie for all manner of persons, in this time of contagion. S. H. Studious in phisicke.",,Med-Specific Treatise,,,16,,Plague,,Plague -- Early works to 1800.,TRUE,FALSE
A02484,A02484.headed.txt,99855794,21297,STC 12611; ESTC S120599,S120599,Free,"Hakewill, George, 1578-1649.",,,,,1627,,"An apologie of the povver and prouidence of God in the gouernment of the world. Or An examination and censure of the common errour touching natures perpetuall and vniuersall decay diuided into foure bookes: whereof the first treates of this pretended decay in generall, together with some preparatiues thereunto. The second of the pretended decay of the heauens and elements, together with that of the elementary bodies, man only excepted. The third of the pretended decay of mankinde in regard of age and duration, of strength and stature, of arts and wits. The fourth of this pretended decay in matter of manners, together with a large proofe of the future consummation of the world from the testimony of the gentiles, and the vses which we are to draw from the consideration thereof. By G.H. D.D.",,Science-Religion,,,516,,,,"Goodman, Godfrey, 1583-1656. -- Fall of man, or the corruption of nature, proved by the light of our naturall reason -- Controversial literature -- Early works to 1800.; Providence and government of God -- Early works to 1800.",TRUE,FALSE
