TCP,ESTC,text_name,Title,Title 30 Char or fewer,Author,Physical Description,Phys Desc Notes,Derived Date,Publication Place,Publisher,Verse/Prose/Mixed,Helsinki Prototypical Text Category,Non-Helsinki Prototypical,Status,Notes
A02340,S105904,A02340.headed.txt,"The questyonary of cyrurgyens with the formulary of lytell Guydo in cyrurgie, with the spectacles of cyrurgyens newly added, with the fourth boke of the Terapentyke [sic], or methode curatyfe of Claude Galyen prynce of physyciens, with a synguler treaty o",QuestionaryOfSurgeons,"Guy, de Chauliac, ca. 1300-1368.|Galen.|Copland, Robert, fl. 1508-1547,",4�,,1542,[London :,"Printed by Robert Wyer for Henry Dabbe and Rycharde Banckes,",prose,EX,EX,Free,could be considered instruction?
A02381,S109903,A02381.headed.txt,A dialogue betwene a knyght and a clerke concernynge the power spiritual and temporall.|Miles clericus.,DialogueBetweenKnightClerk,"William, ca. 1285-ca. 1349,|Dubois, Pierre, fl. 1300,|Trevisa, John, d. 1402,",8�,,1533,[Imprinted at London :,"In Fletestrete, in the house of Thomas Berthelet, nere to the cundite at the sygne of the Lucrece,",prose,IR,ARG,Free,
A02469,S112464,A02469.headed.txt,"A sight of the Portugall pearle, that is, the aunsvvere of D. Haddon maister of the requests vnto our soueraigne lady Elizabeth by the grace of God quene of England Fraunce and Irelande, defendour of the faith. c. against the epistle of Hieronimus Osorius",SightOfPortugalPearl,"Haddon, Walter, 1516-1572.|Hartwell, Abraham, b. ca. 1542,",8�,,1565,Imprinted at London :,"By Wiyllyam Seres dwelling at the west ende of Paules Church, at the sygne of the Hedgehogge,",prose,IR,ARG,Free,
A02480,S105953,A02480.headed.txt,"A touchestone for this time present expresly declaring such ruines, enormities, and abuses as trouble the Churche of God and our Christian common wealth at this daye. VVherevnto is annexed a perfect rule to be obserued of all parents and scholemaisters, i",TouchstoneForThisTime,"Hake, Edward, fl. 1560-1604.|Erasmus, Desiderius, d. 1536.",8�,,1574,Imprinted at London :,"By [W. Williamson for] Thomas Hacket, and are to be solde at his shop at the greene Dragon in the Royall Exchange,",mixed,IS,INST,Free,
A02537,S116594,A02537.headed.txt,"The great impostor laid open in a sermon at Grayes Inne, Febr. 2.1623. By Ios. Hall D.D.",GreatImpostorSermon,"Hall, Joseph, 1574-1656.",8�,,1623,London :,"Printed by J. Haviland for Nath. Butter,",prose,IR,INST,Free,
A02578,S119019,A02578.headed.txt,Quo vadis? A iust censure of travell as it is commonly vndertaken by the gentlemen of our nation. By Ios. Hall D. of Diuinitie.,CensureOfTravel,"Hall, Joseph, 1574-1656.",8�,,1617,London :,"Printed by Edward Griffin for Nathaniel Butter,",prose,IS,ARG,Free,
A02585,S2711,A02585.headed.txt,The righteous mammon an hospitall-sermon preach't in the solemne assembly of the city on Munday in Easter-weeke 1618 / by Ios. Hall ...,RighteousMammonHospitalSermon,"Hall, Joseph, 1574-1656.",8�,,1618,London :,"Printed by Edward Griffin for Nathaniell Butter,",prose,IR,INST,Free,
A02599,S100595,A02599.headed.txt,"The first two partes of the Actes, or vnchast examples of the Englysh votaryes, gathered out of their owne legendes and chronycles by Iohan Bale, and dedycated to our most redoubted soueraigne kynge Edward the syxte.|Acts of English votaries. Part 2|Acts",ActsOfEnglishVotaries,"Bale, John, 1495-1563.",8�,,1551,[Imprinted at London :,"[By S. Mierdman], for Iohan Bale, in the yeare of our Lorde a M.D.  LI. and are to be solde wythin Paules chayne, at the sygne of S. Iohn Baptist,",prose,NN,NARR,Free,
A02613,S103820,A02613.headed.txt,"The ensamples of vertue and vice, gathered oute of holye scripture. By Nicolas Hanape patriarch of Ierusalem. Very necessarye for all christen men and women to loke vpon. And Englyshed by Thomas Paynell.|Exempla Sacrae Scriptae ex utroque Testamento colle",ExamplesOfVirtueAndVice,"Hannapes, Nicolas de, patriarch of Jerusalem, 1225-1291?|Paynell, Thomas,|Peraldus, Guilelmus, 13th cent.",8�,,1561,[London :,"Printed by J. Tisdale],",prose,IR,INST,Free,
A02668,S122477,A02668.headed.txt,"A Christen exhortacion vnto customable swearers. What a ryght [and] lawfull othe is: whan, and before whom, it owght to be. Item. The maner of sayinge grace, or geuynge thankes vnto God.|Christen exhortacion unto customable swearers|Christen exhortacion u",ExhortationUntoSwearers,"Coverdale, Miles, 1488-1568.|Bale, John, 1495-1563,",16�,,1543,[Antwerp :,"Printed by the widow of C. Ruremond,",prose,IR,INST,Free,
A02749,S104458,A02749.headed.txt,"A nevve comedy or enterlude, concernyng thre lawes of nature, Moises, and Christe, corrupted by the sodomytes, Pharysies, and papistes: compyled by Iohn Bale: and nowe newly imprynted.|Comedy concernynge thre lawes|Comedy concernynge thre lawes.|Newe come",ComedyConcerning3Laws,"Bale, John, 1495-1563.",4�,,1562,[Imprynted at London :,"In S. brydes Churchyarde, ouer agaynste the north doore of the churche, by Thomas Colwell],",verse,NI,NARR,Free,
A02754,S100995,A02754.headed.txt,"Orders set downe by the most Reuerend Father in God, Samuel, by the prouidence of God Archbishop of Yorke his Grace, Metropolitane of England to bee presently published and affixed in all the parish churches within his said Graces iurisdiction, for the be",OrdersToAllParishChurches,"Church of England. Province of York. Archbishop (1628-1631 : Harsnett)|Harsnett, Samuel, 1561-1631.",1�,single-sided,1629,Imprinted at London :,"By Iohn Bill, printer to the Kings most excellent Maiestie,",prose,STA,STA,Free,
A02777,S106017,A02777.headed.txt,"The trimming of Thomas Nashe Gentleman, by the high-tituled patron Don Richardo de Medico campo, barber chirurgion to Trinitie Colledge in Cambridge.",TrimmingOfThomasNash,"Harvey, Gabriel, 1550?-1631,|Lichfield, Richard,",4�,,1597,London :,"Printed [by E. Allde] for Philip Scarlet,",prose,NI?,ARG?,Free,both of these genres look good
A02788,S100624,A02788.headed.txt,"The epistle exhortatorye of an Englyshe Christyane vnto his derelye beloued co[n]treye of Englande against the pompouse popyshe bysshoppes therof, as yet the true members of theyr fylthye father the great Antichrist of Rome, Henry Stalbrydge.|Epistle exho",EpistleAgainstPopishBishops,"Bale, John, 1495-1563.",8�,,1544,[Antwerp :,"printed by A. Goinus,",prose,IR,ARG,Free,
A02807,S114384,A02807.headed.txt,An expostulation or complaynte agaynste the blasphemyes of a franticke papyst of Hamshyre. Co[m]piled by Iohan Bale.,ComplaintAgainstBlasphemy,"Bale, John, 1495-1563.",8�,,1552,"[Imprynted at London [by S. Mierdman for] Ihon Daye, dwellyng ouer Aldersgate beneth Saynte Martyns, and are to be soulde at the shope by the litle Condite in Chepesyde,",,prose,IR,ARG,Free,
A02817,S106025,A02817.headed.txt,"The historie of graunde Amoure and la bell Pucel, called the Pastime of plesure co[n]teining the knowledge of the seue[n] sciences, [and] the course of mans life in this worlde. Iuuented [sic] by Stephen Hawes, grome of kyng Henry the seuenth his chamber.",PastimeOfPleasure,"Hawes, Stephen, d. 1523?",4�,,1554,[London] :,"Newely perused and imprynted by Iohn Wayland, aucthorised a prynter, by the Quenes highnes most gracious letters patentes,",verse,NI,NARR,Free,
A02841,S103905,A02841.headed.txt,"The times, places, and persons of the holie Scripture. Otherwise entituled, The generall vievv of the Holy Scriptures.|Times, places, and persons of the holie Scripture|Generall view of the Holy Scriptures.|Times, places, and persons of the holie Scriptur",GeneralViewHolyScriptures,"Hayne, Thomas, 1582-1645.",2�,,1607,At London :,"Printed by Thomas Purfoot, for Richard Ockould,",prose,IR,INST,Free,
A02872,S100582,A02872.headed.txt,"The image of both Churches after the most wonderfull and heauenly Reuelation of sainct Iohn the Euangelist, contayning a very fruitfull exposition or paraphrase vpon the same. Wherin it is conferred vvith the other scriptures, and most auctorised historie",ImageOfBothChurches,"Bale, John, 1495-1653.",8�,,1570,Printed at London :,"By Thomas East,",prose,IR,INST,Free,
A02882,S109407,A02882.headed.txt,"Domestycal or housholde sermons for a godly housholder, to his children and famyly, compiled by the godlye learned man Christopher Hegendorffyne, doctor, moste necessarye for all faythfull housholders: nowe fyrste translated oute of laten into Englysshe:",HouseholdSermons,"Hegendorph, Christoph, 1500-1540.|Reginald, Henryfl. 1548-1549,",8�,,1548,[Prynted at Ippiswich :,"By Ihon Oswe[n]],",prose,IR,INST,Free,
A02945,S118309,A02945.headed.txt,A lamentation of the death of the moost victorious Prynce Henry the eyght late kynge of thys noble royalme of Englande.,LamentDeathOfKingHenry8,,1/2�,single-sided,1547,Imprinted at London :,"In Pater noster rowe by [J. Day and W. Seres for] Ihon Turcke,",verse,IS,INST,Free,"could be description? none of the genre labels quite fits an encomium. ends by instructing readers to put aside schism, support new king."
A03094,S104002,A03094.headed.txt,"The history of Herodian, a Greeke authour treating of the Romayne emperors, after Marcus, translated oute of Greeke into Latin, by Angelus Politianus, and out of Latin into Englyshe, by Nicholas Smyth. Whereunto are annexed, the argumentes of euery booke,",HerodianHistoryOfRomanEmperors,"Herodian.|Smyth, Nicholas, fl. 1556,",4�,,1556,[Imprynted at London :,"In Flete strete, by Wyllyam Coplande, at the sygne of the Rose Garlande] Cum gratia [et] priuilegio regali ad imprimendum solum,",prose,NN,NARR,Free,
A03110,S119231,A03110.headed.txt,A balade of a preist that loste his nose for sayinge of masse as I suppose.,BalladOfPriestWhoLostNose,,1�,single-sided,1570,[London :,"s.n.,",verse,NI,NARR,Free,
A03130,S117274,A03130.headed.txt,"A ballad reioycinge the sodaine fall, of rebels that thought to deuower vs all.|Ballad rejoysinge the sodaine fall, of rebels that thought to devower us all|Ballad rejoycinge the sodaine fall, of rebels that thought to devower us all.",BalladRejoicingFallOfRebels,,1�,single-sided,1570,Imprinted at London :,"In Fleetestreete, by William How, for Henry Kirkham, and are to be solde at his shop at the middle north doore of Paules Churche,",verse,NN,NARR,Free,
A03141,S119828,A03141.headed.txt,A coale from the altar. Or An ansvver to a letter not long since written to the Vicar of Gr. against the placing of the Communion table at the east end of the chancell; and now of late dispersed abroad to the disturbance of the Church. First sent by a iud,CoalFromTheAltar,"Heylyn, Peter, 1600-1662.|Williams, John, 1582-1650.",4�,,1636,London :,"Printed [by Augustine Mathewes] for Robert Milbourne, at the signe of the Vnicorne, neere Fleet-bridge,",prose,IR,ARG,Free,
A03175,S106439,A03175.headed.txt,"A mery play betwene the pardoner and the frere, the curate and neybour Pratte.|Pardoner and the frere, the curate and the neybour Pratte|Pardoner and the frere, the curate and the neybour Pratte.|Pardoner and the friar.",PlayPardonerFriarCuratNeighbor,"Heywood, John, 1497?-1580?",2�,,1533,[[London] :,"Imprynted by Wyllyam Rastell,",verse,NI,NARR,Free,
A03184,S106106,A03184.headed.txt,"The spider and the flie. A parable of the spider and the flie, made by Iohn Heywood.",ParableOfSpiderAndFly,"Heywood, John, 1497?-1580?",4�,,1556,Imprinted at London :,"In Flete Strete by Tho. Povvell,",verse,NI,NARR,Free,
A03207,S122314,A03207.headed.txt,"The hierarchie of the blessed angells. Their names, orders and offices the fall of Lucifer with his angells written by Tho: Heywood.",HeirarchyOfAngels,"Heywood, Thomas, d. 1641.|Cecil, Thomas, fl. 1630,",2�,,1635,London :,"Printed by Adam Islip,",mixed,IR,INST,Free,
A03306,S119051,A03306.headed.txt,"The spirituall fishing. A sermon preached in Cambridge by that reuerend and iudicious diuine, Mr Samuel Hieron. Printed by the true copie written with his owne hands a little before his decease. Luke 5. vers. 10. The last words of the verse.",SpiritualFishingSermon,"Hieron, Samuel, 1576?-1617.|E. C., fl. 1618,",4�,,1618,At London :,"Printed by Iohn Beale, for widow Helme, and are to bee sold at her shop vnder St Dunstans Church in Fleet-street,",prose,IR,INST,Free,
A03477,S104145,A03477.headed.txt,"An answere to the Hollanders declaration, concerning the occurrents of the East-India. The first part. Written by certaine marriners, lately returned from thence into England.|True relation of that which passed in the Ilands of Banda, in the East Indies:",MarinersToHollandOnEastIndies,"Churchman, Bartholomew,",4�,,1622,[London] :,"Printed [by Nicholas Okes],",prose,NN?,ARG?,Free,
A03519,S110029,A03519.headed.txt,"Certayne sermons, or homelies appoynted by the kynges Maiestie, to be declared and redde, by all persones, vicars, or curates, euery Sondaye in their churches, where they haue cure. Anno 1547.",SermonsAppointedByKing,"Cranmer, Thomas, 1489-1556.",4�,,1547,[Imprinted at London :,"The laste daie of Iulii, in the first yere of the reigne of our souereigne lord Kyng Edvvard the. VI: by Rychard Grafton printer to his moste royall Maiestie,",prose,IR,INST,Free,
A03597,S121049,A03597.headed.txt,"A remedie against sorrow and feare, delivered in a funerall sermon, by Richard Hooker, sometimes fellow of Corpus Christi College in Oxford.",RemedyAgainstSorrowSermon,"Hooker, Richard, 1553 or 4-1600.|Jackson, Henry, 1586-1662,|Spenser, John, 1559-1614,",4�,,1612,At Oxford :,"Printed by Ioseph Barnes, and are to be sold by John Barnes dwelling neere Holborne Conduit [, London],",prose,IR,INST,Free,
A03636,S109478,A03636.headed.txt,"A lesson of the Incarnation of Christe that he toke, [sic] his humanite in and of the Blessyd Virgine made the twentithe daye of Iune by Iohn Hoper. 1549.|Lesson of the incarnation of Christe that he toke, his humanite in and of the Blessyd Virgine.",LessonOfChristsIncarnation,"Hooper, John, d. 1555.",8�,,1549,[Imprented at London :,"By [S. Mierdman for] Edwarde Whitechurch,",prose,IR,ARG,Free,
A03715,S104473,A03715.headed.txt,"Here begynneth the egloges of Alexa[n]der Barclay prest wherof the fyrst thre conteyneth the myseryes of courters [et] courtes of all prynces in generall, the matter wherof was translated into Englyshe by the sayd Alexander in fourme of dialoges, oute of",EcloguesAlexanderBarclay,"Pius, II, Pope, 1405-1464.|Barclay, Alexander, 1475?-1552,",4�,,1530,[Southwark :,"Printed by P. Treveris,",verse,NI,NARR,Free,
A03771,S118803,A03771.headed.txt,"Examen de ingenios. = The examination of mens vvits. In whicch [sic], by discouering the varietie of natures, is shewed for what profession each one is apt, and how far he shall profit therein. By Iohn Huarte. Translated out of the Spanish tongue by M. Ca",ExaminationOfMensWits,"Huarte, Juan, 1529?-1588.|Carew, Richard, 1555-1620,",4�,,1594,London :,"Printed by Adam Islip, for Richard Watkins,",prose,IS,INST,Free,
A03804,S104286,A03804.headed.txt,"Certaine deu[is]es and shewes presented to her Maiestie by the gentlemen of Grayes-Inne at her Highnesse court in Greenewich, the twenty eighth day of Februarie in the thirtieth yeare of her Maiesties most happy raigne.|Misfortunes of Arthur.|Arthur.",MisfortunesOfArthur,"Hughes, Thomas, fl. 1587.|Trotte, Nicholas, d. 1636.|Fulbeck, William, 1560-1603?.",8�,,1587,At London :,"Printed by Robert Robinson,",verse,NI,NARR,Free,
A03828,S118805,A03828.headed.txt,"A treatise of the felicitie, of the life to come. Vnsavorie to the obstinate, alluring to such as are gone astray, and to the faithful, full of consolation. By A.H.|Felicitie of the life to come.",FelicityOfLifeToCome,"Hume, Alexander, 1560?-1609.",8�,,1594,Edinburgh :,"Printed by Robert Walde-graue, printer to the Kings Maiestie,",prose,IR,INST,Free,
A03917,S104331,A03917.headed.txt,"Of the vvood called guaiacum that healeth the Frenche pockes, and also healeth the goute in the feete, the stoone, the palsey, lepree, dropsy, fallynge euyll, and other dyseases.|De guaiaci medicina. English|De guaiaci medicina.|Of the wood called guaiacu",GuaiacumWoodMedicinal,"Hutten, Ulrich von, 1488-1523.|Paynell, Thomas,",8�,,1536,Londini :,"In aedibus Tho. Bertheleti,",prose,EX,EX,Free,"could be considered instructional, but focus is on explaining how it works"
